词条,字数,所属子类,独立成词频次,字面频次,首现章回,首现回目,其他归属,备注,例句
猢狲,2,皮毛貂裘,2,3,13,秦可卿死封龙禁尉 王熙凤协理宁国府,,,’如今我们家赫赫扬扬，已将百载，一日倘或乐极生悲，若应了那句‘树倒猢狲散’的俗语，岂不虚称了一世诗书旧族了？
三镶,2,颜色纹样,2,2,40,史太君两宴大观园 金鸳鸯三宣牙牌令,,,大家吃毕，凤姐手里拿着西洋布手巾，裹着一把乌木三镶银箸，按席摆下。
倭缎,2,衣料织物,2,2,3,托内兄如海荐西宾 接外孙贾母惜孤女,,,及至进来一看，却是位青年公子：头上戴着束发嵌宝紫金冠，齐眉勒着二龙戏珠金抹额，一件二色金百蝶穿花大红箭袖，束着五彩丝攒花结长穗宫绦，外罩石青起花八团倭缎排穗褂，登着青缎粉底小朝靴。
凤仙花,3,妆饰脂粉,2,2,35,白玉钏亲尝莲叶羹 黄金莺巧结梅花络,,,”大家说着，往前正走，忽见湘云、平儿、香菱等在山石边掐凤仙花呢，见了他们走来，都迎上来了。
凤冠,2,服饰品类,2,2,5,贾宝玉神游太虚境 警幻仙曲演红楼梦,,,诗后又画一盆茂兰，旁有一位凤冠霞帔的美人。
吉服,2,服饰品类,2,2,13,秦可卿死封龙禁尉 王熙凤协理宁国府,,,贾珍令贾蓉次日换了吉服，领凭回来。
大袄,2,服饰品类,2,2,3,托内兄如海荐西宾 接外孙贾母惜孤女,,,身上穿着银红撒花半旧大袄，仍旧带着项圈、宝玉、寄名锁、护身符等物，下面半露松绿撒花绫裤，锦边弹墨袜，厚底大红鞋。
夹袄,2,服饰品类,2,2,63,寿怡红群芳开夜宴 死金丹独艳理亲丧,,,当时芳官满口嚷热，只穿着一件玉色红青驼绒三色缎子拼的水田小夹袄，束着一条柳绿汗巾，底下是水红洒花夹裤，也散着裤腿。
妆台,2,妆饰脂粉,2,2,44,变生不测凤姐泼醋 喜出望外平儿理妆,住-室内陈设,,宝玉忙走至妆台前，将一个宣窑磁盒揭开，里面盛着一排十根玉簪花棒儿，拈了一根递与平儿。
披风,2,服饰品类,2,2,6,贾宝玉初试云雨情 刘老老一进荣国府,,,那凤姐家常带着紫貂昭君套，围着那攒珠勒子，穿着桃红洒花袄，石青刻丝灰鼠披风，大红洋绉银鼠皮裙，粉光脂艳，端端正正坐在那里，手内拿着小铜火箸儿拨手炉内的灰。
抹胸,2,服饰品类,2,2,65,贾二舍偷娶尤二姨 尤三姐思嫁柳二郎,,,只见这三姐索性卸了妆饰，脱了大衣服，松松的挽个儿，身上穿着大红小袄，半掩半开的，故意露出葱绿抹胸，一痕雪脯，底下绿裤红鞋，鲜艳夺目。
掐牙,2,颜色纹样,2,2,3,托内兄如海荐西宾 接外孙贾母惜孤女,,,茶未吃了，只见一个穿红绩袄青绸掐牙背心的一个丫鬟走来笑道：“太太说：请林姑娘到那边坐罢。
数珠,2,首饰佩饰,2,2,28,蒋玉函情赠茜香罗 薛宝钗羞笼红麝串,,,林姑娘和二姑娘、三姑娘、四姑娘只单有扇子和数珠儿，别的都没有。
昭君套,3,服饰品类,2,2,6,贾宝玉初试云雨情 刘老老一进荣国府,,,那凤姐家常带着紫貂昭君套，围着那攒珠勒子，穿着桃红洒花袄，石青刻丝灰鼠披风，大红洋绉银鼠皮裙，粉光脂艳，端端正正坐在那里，手内拿着小铜火箸儿拨手炉内的灰。
朝服,2,服饰品类,2,2,16,贾元春才选凤藻宫 秦鲸卿夭逝黄泉路,,,贾赦、贾珍亦换了朝服，带领贾蔷、贾蓉，奉侍贾母前往。
木屐,2,服饰品类,2,2,45,金兰契互剖金兰语 风雨夕闷制风雨词,,,一双棠木屐，才穿了来，脱在廊檐下了。
梳妆,2,妆饰脂粉,2,2,25,魇魔法叔嫂逢五鬼 通灵玉蒙蔽遇双真,,,这小红也不梳妆，向镜中胡乱挽了一挽头发，洗了洗手脸，便来打扫房屋。
沤子,2,妆饰脂粉,2,2,54,史太君破陈腐旧套 王熙凤效戏彩斑衣,,,到了花厅廊上，只见那两个小丫头，一个捧着个小盆，又一个搭着手巾，又拿着沤子小壶儿，在那里久等。
海龙,2,皮毛貂裘,2,2,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,,宝玉此时喜欢非常，忙唤起人来，盥漱已毕，只穿一件茄色哆罗呢狐狸皮袄，罩一件海龙小鹰膀褂子，束了腰；
猞猁狲,3,皮毛貂裘,2,2,53,宁国府除夕祭宗祠 荣国府元宵开夜宴,,,贾珍看着收拾完备供器，着鞋，披着一件猞猁狲大皮袄，命人在厅柱下石阶上太阳中，铺了一个大狼皮褥子负暄，闲看各子弟们来领取年物。
玉佩,2,首饰佩饰,2,2,53,宁国府除夕祭宗祠 荣国府元宵开夜宴,,,鸦雀无闻，只听铿锵叮当，金铃玉佩微微摇曳之声，并起跪靴履飒沓之响。
玉环,2,首饰佩饰,2,2,23,西厢记妙词通戏语 牡丹亭艳曲警芳心,,,想毕走到书坊内，把那古今小说，并那飞燕、合德、则天、玉环的“外传”，与那传奇角本，买了许多，孝敬宝玉。
珊瑚,2,首饰佩饰,2,2,40,史太君两宴大观园 金鸳鸯三宣牙牌令,,兼指珊瑚饰品与花木名（珊瑚树）,只觉异香扑鼻，那些奇草仙藤，愈冷愈苍翠，都结了实，似珊瑚豆子一般，累垂可爱。
皮衣,2,服饰品类,2,2,87,感秋声抚琴悲往事 坐禅寂走火入邪魔,,,这黛玉方披了一件皮衣，自己闷闷的走到外间来坐下。
粉红,2,颜色纹样,2,2,63,寿怡红群芳开夜宴 死金丹独艳理亲丧,,,递给宝玉看时，原来是一张粉红笺纸，上面写着：“槛外人妙玉恭肃遥叩芳辰。
纱衫,2,服饰品类,2,2,30,宝钗借扇机带双敲 椿龄画蔷痴及局外,,,黛玉虽然哭着，却一眼看见他穿着簇新藕合纱衫，竟去拭泪，便一面自己拭泪，一面回身枕上搭的一方绡帕拿起来向宝玉怀里一摔，一语不发，仍掩面而泣。
胭脂膏子,4,妆饰脂粉,2,2,9,训劣子李贵承申饬 嗔顽童茗烟闹书房,,,那胭脂膏子也等我来再制。
茉莉粉,3,妆饰脂粉,2,2,60,茉莉粉替去蔷薇硝 玫瑰露引出茯苓霜,,,”芳官听说，便将些茉莉粉包了一包拿来。
藕合,2,颜色纹样,2,2,3,托内兄如海荐西宾 接外孙贾母惜孤女,,,一面早有熙凤命人送了一顶藕合色花帐并锦被缎褥之类。
裁剪,2,缝织浆洗,2,2,28,蒋玉函情赠茜香罗 薛宝钗羞笼红麝串,,,”因见林黛玉裁剪，笑道：“越发能干了，连裁铰都会了。
貂鼠,2,皮毛貂裘,2,2,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,,一时湘云来了，穿着贾母给他的一件貂鼠脑袋面子、大毛黑灰鼠里子、里外发烧大褂子，头上带着一顶挖云鹅黄片金里子大红猩猩毡昭君套，又围着大貂鼠风领。
金镯,2,首饰佩饰,2,2,21,贤袭人娇嗔箴宝玉 俏平儿软语救贾琏,,,湘云却一把青丝，拖于枕畔，一幅桃红绸被只齐胸盖着，衬着那一弯雪白的膀子，撂在被外，上面明显着两个金镯子。
铅粉,2,妆饰脂粉,2,2,42,蘅芜君兰言解疑癖 潇湘子雅谑补馀音,,,…二十支，箭头朱四两，南赭四两，石黄四两，石青四两，石绿四两，管黄四两，广花八两，铅粉十四匣，胭脂十二帖，大赤二百帖，青金二百帖，广匀胶四两，净矾四两。…
雀金呢,3,衣料织物,2,2,52,俏平儿情掩虾须镯 勇晴雯病补孔雀裘,,,只听贾母笑道：“这叫做‘雀金呢’，这是俄罗斯国拿孔雀毛拈了线织的。
霞帔,2,服饰品类,2,2,5,贾宝玉神游太虚境 警幻仙曲演红楼梦,,,诗后又画一盆茂兰，旁有一位凤冠霞帔的美人。
鞋面,2,服饰品类,2,2,25,魇魔法叔嫂逢五鬼 通灵玉蒙蔽遇双真,,,赵姨娘正粘鞋呢，马道婆见炕上堆着些零星绸缎，因说：“我正没有鞋面子，姨奶奶给我些零碎绸子缎子，不拘颜色，做双鞋穿罢。
鹤氅,2,服饰品类,2,2,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,,黛玉换上掐金挖云红香羊皮小靴，罩了一件大红羽笺面白狐狸皮的鹤氅，系一条青金闪绿双环四合如意绦，上罩了雪帽。
织,1,缝织浆洗,1,14,15,王凤姐弄权铁槛寺 秦鲸卿得趣馒头庵,,,小厮们又说：“是纺线织布的。
衫,1,服饰品类,1,9,28,蒋玉函情赠茜香罗 薛宝钗羞笼红麝串,,,女儿乐，秋于架上春衫薄。
棉,1,衣料织物,1,6,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,,宝玉掀帘一步进去，先就看见宝钗坐在炕上作针线，头上挽着黑漆油光的儿，蜜合色的棉袄，玫瑰紫二色金银线的坎肩儿，葱黄绫子棉裙，一色儿半新不旧的，看去不见奢华，惟觉雅淡。
屐,1,服饰品类,1,4,38,林潇湘魁夺菊花诗 薛蘅芜讽和螃蟹咏,,,蜡屐远来情得得，冷吟不尽兴悠悠。
白纱,2,衣料织物,1,2,22,听曲文宝玉悟禅机 制灯迷贾政悲谶语,,,四人听说，忙出来至贾母上房，只见一个小太监，拿了一盏四角平头白纱灯，专为灯谜而制，上面已有了一个，众人都争看乱猜。
羊羔,2,皮毛貂裘,1,2,7,送宫花贾琏戏熙凤 宴宁府宝玉会秦钟,,,羊羔美酒，也不过填了我这粪窟泥沟。
金钗,2,首饰佩饰,1,2,51,薛小妹新编怀古诗 胡庸医乱用虎狼药,,,凤姐看袭人头上戴着几枝金钗珠钏，倒也华丽，又看身上穿着桃红百花刻丝银鼠袄，葱绿盘金彩绣绵裙，外面穿着青缎灰鼠褂。
一斗珠,3,服饰品类,1,1,42,蘅芜君兰言解疑癖 潇湘子雅谑补馀音,,,见贾母穿着青绉绸一斗珠儿的羊皮褂子，端坐在榻上。
佛青,2,颜色纹样,1,1,90,失绵衣贫女耐嗷嘈 送果品小郎惊叵测,,,到了自己房中，叫平儿取了一件大红洋绉的小袄儿，一件松花色绫子一抖珠的小皮袄，一条宝蓝盘锦厢花线裙，一件佛青银鼠褂子，包好叫人送去。
兜肚,2,服饰品类,1,1,36,绣鸳鸯梦兆绛芸轩 识分定情悟梨香院,,,原来是个白缕红里的兜肚，上面扎着鸳鸯戏莲的花样，红莲绿叶，五色鸳鸯。
公服,2,服饰品类,1,1,85,贾存周报升郎中任 薛文起复惹放流刑,,,外头爷都穿着公服陪侍。
勒子,2,服饰品类,1,1,6,贾宝玉初试云雨情 刘老老一进荣国府,,,那凤姐家常带着紫貂昭君套，围着那攒珠勒子，穿着桃红洒花袄，石青刻丝灰鼠披风，大红洋绉银鼠皮裙，粉光脂艳，端端正正坐在那里，手内拿着小铜火箸儿拨手炉内的灰。
团扇,2,首饰佩饰,1,1,27,滴翠亭杨妃戏彩蝶 埋香冢飞燕泣残红,,,忽见面前一双玉色蝴蝶，大如团扇，一上一下，迎风翩翩，十分有趣。
天马皮,3,皮毛貂裘,1,1,51,薛小妹新编怀古诗 胡庸医乱用虎狼药,,,”一面说，一面只见凤姐命平儿将昨日那件石青刻丝八团天马皮褂子拿出来，给了袭人。
妆匣,2,妆饰脂粉,1,1,111,鸳鸯女殉主登太虚 狗彘奴欺天招伙盗,住-室内陈设,,”鸳鸯这么一想，邪侵入骨，便站起来，一面哭，一面开了妆匣，取出那年铰的一绺头发揣在怀里，就在身上解下一条汗巾，按着秦氏方才比的地方拴上。
姑绒,2,衣料织物,1,1,105,锦农军查抄宁国府 骢马使弹劾平安州,,,姑绒四十度。
孝服,2,服饰品类,1,1,76,凸碧堂品笛感凄清 凹晶馆联诗悲寂寞,,,虽是我们年轻，已经是二十来年的夫妻，也奔四十岁的人了，况且孝服未满。
孝衣,2,服饰品类,1,1,109,候芳魂五儿承错爱 还孽债迎女返真元,,,快到各处将各人的衣服量了尺寸，都开明了，便叫裁缝去做孝衣。
宝蓝,2,颜色纹样,1,1,90,失绵衣贫女耐嗷嘈 送果品小郎惊叵测,,,到了自己房中，叫平儿取了一件大红洋绉的小袄儿，一件松花色绫子一抖珠的小皮袄，一条宝蓝盘锦厢花线裙，一件佛青银鼠褂子，包好叫人送去。
常服,2,服饰品类,1,1,3,托内兄如海荐西宾 接外孙贾母惜孤女,,,因问：“常服何药？
弹墨绫,3,衣料织物,1,1,57,慧紫鹃情辞试莽玉 慈姨妈爱语慰痴颦,,,”一面说，一面见他穿着弹墨绫薄绵袄，外面只穿着青缎夹背心，宝玉便伸手向他身上抹了一抹，说道：“穿这样单薄，还在风口里坐着，时气又不好，你再病了，越发难了。
扁簪,2,首饰佩饰,1,1,89,人亡物在公子填词 蛇影杯弓颦卿绝粒,,,”但见黛玉身上穿着月白绣花小毛皮袄，加上银鼠坎肩，头上挽着随常云髻，簪上一技赤金扁簪，别无花朵。
暖兜,2,服饰品类,1,1,50,芦雪庭争联即景诗 暖香坞雅制春灯谜,,,”说着，远远见贾母围了大斗篷，带着灰鼠暖兜，坐着小竹轿，打着青绸油伞，鸳鸯、琥珀等五六个丫鬟，每人都是打着伞，拥轿而来。
朝珠,2,首饰佩饰,1,1,105,锦农军查抄宁国府 骢马使弹劾平安州,,,朝珠九挂。
朝靴,2,服饰品类,1,1,3,托内兄如海荐西宾 接外孙贾母惜孤女,,,及至进来一看，却是位青年公子：头上戴着束发嵌宝紫金冠，齐眉勒着二龙戏珠金抹额，一件二色金百蝶穿花大红箭袖，束着五彩丝攒花结长穗宫绦，外罩石青起花八团倭缎排穗褂，登着青缎粉底小朝靴。
束发冠,3,服饰品类,1,1,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,,黛玉用手轻轻笼住束发冠儿，将笠沿掖在抹额之上，把那一颗核桃大的绛绒簪缨扶起，颤巍巍露于笠外。
杭绸,2,衣料织物,1,1,70,林黛玉重建桃花社 史湘云偶填柳絮词,,,…了，忙披上灰鼠长袄出来一瞧，只见他三人被褥尚未叠起，大衣也未穿：那晴雯只穿着葱绿杭绸小袄，红绸子小衣儿，披着头发，骑在芳官身上，麝月是红绫抹胸，披着一身旧衣，在那里抓芳…
柳黄,2,颜色纹样,1,1,35,白玉钏亲尝莲叶羹 黄金莺巧结梅花络,,,”莺儿道：“葱绿柳黄可倒还雅致。
棉袄,2,服饰品类,1,1,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,,宝玉掀帘一步进去，先就看见宝钗坐在炕上作针线，头上挽着黑漆油光的儿，蜜合色的棉袄，玫瑰紫二色金银线的坎肩儿，葱黄绫子棉裙，一色儿半新不旧的，看去不见奢华，惟觉雅淡。
氅衣,2,服饰品类,1,1,52,俏平儿情掩虾须镯 勇晴雯病补孔雀裘,,,”贾母便命：“鸳鸯来，把昨儿那一件孔雀毛的氅衣给他罢。
洋线,2,衣料织物,1,1,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,,二人一齐踏雪行来，只见众妹妹都在那里，都是一色大红猩猩毡与羽毛缎斗篷，独李纨穿一件哆罗呢对襟褂子，薛宝钗穿一件莲青斗纹锦上添花洋线番丝的鹤氅。
浆洗,2,缝织浆洗,1,1,46,尴尬人难免尴尬事 鸳鸯女誓绝鸳鸯偶,,,他嫂子也是老太太那边浆洗上的头儿。
熏香,2,妆饰脂粉,1,1,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,,”宝钗道：“我最怕熏香。
狐肷,2,皮毛貂裘,1,1,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,,…件半新的靠色三厢领袖秋香色盘金五色绣龙窄小袖掩衿银鼠短袄，里面短短的一件水红妆缎狐肷摺子，腰里紧紧束着一条蝴蝶结子长穗五色宫绦，脚下也穿着鹿皮小靴，越显得蜂腰猿背，鹤势…
玄狐,2,皮毛貂裘,1,1,94,宴海棠贾母赏花妖 失宝玉通灵知奇祸,,,忽然听说贾母要来，便去换了一件狐腋箭袖，罩一件玄狐腿外褂，出来迎接贾母。
玉钗,2,首饰佩饰,1,1,62,憨湘云醉眠芍药裀 呆香菱情解石榴裙,,,我射‘钗’字，旧日诗曾有‘敲断玉钗红烛冷’，岂不射着了？
玫瑰紫,3,颜色纹样,1,1,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,,宝玉掀帘一步进去，先就看见宝钗坐在炕上作针线，头上挽着黑漆油光的儿，蜜合色的棉袄，玫瑰紫二色金银线的坎肩儿，葱黄绫子棉裙，一色儿半新不旧的，看去不见奢华，惟觉雅淡。
珠钗,2,首饰佩饰,1,1,3,托内兄如海荐西宾 接外孙贾母惜孤女,,,头上戴着金丝八宝攒珠髻，绾朝阳五凤挂珠钗，项上戴着赤金盘螭缨络圈，身上穿着缕金百蝶穿花大红云缎窄裉袄，外罩五彩刻丝石青银鼠褂，下着翡翠撒花洋绉裙。
素绸,2,衣料织物,1,1,109,候芳魂五儿承错爱 还孽债迎女返真元,,,只见妙玉头带妙常冠，身上穿一件月白素绸袄儿，外罩一件水田青缎镶边长背心，拴着秋香色的丝绦，腰下系一条淡墨画的白绫裙，手执麈尾念珠，跟着一个侍儿，飘飘拽拽的走来。
细绢,2,衣料织物,1,1,42,蘅芜君兰言解疑癖 潇湘子雅谑补馀音,,,再要顶细绢箩四个，粗箩二个，担笔四支，大小乳钵四个，大粗碗二十个，五寸碟子十个，三寸粗白碟子二十个，风炉两个，沙锅大小四个，新磁缸二口，新水桶二只，一尺长白布口袋四个，…
绣鞋,2,服饰品类,1,1,24,醉金刚轻财尚义侠 痴女儿遗帕惹相思,,,宝玉坐在床沿上褪了鞋，等靴子穿的工夫，回头见鸳鸯穿着水红绫子袄儿，青缎子坎肩儿，下面露着玉色绸袜，大红绣鞋，向那边低着头看针线，脖子上围着紫绸绢子。
缟素,2,服饰品类,1,1,114,王熙凤历幻返金陵 甄应嘉蒙恩还玉阙,,,只是浑身缟素。
缯,1,衣料织物,1,1,48,滥情人情误思游艺 慕雅女雅集苦吟诗,,,惜春正乏倦，在床上歪着睡午觉，画缯立在壁间，用纱罩着。
罗衫,2,服饰品类,1,1,87,感秋声抚琴悲往事 坐禅寂走火入邪魔,,,耿耿不寐兮银河渺茫，罗衫怯怯兮风露凉。
羽纱,2,衣料织物,1,1,105,锦农军查抄宁国府 骢马使弹劾平安州,,,羽缎羽纱各二十二卷。
膝裤,2,服饰品类,1,1,62,憨湘云醉眠芍药裀 呆香菱情解石榴裙,,,”宝玉道：“你快休动，只站着方好，不然，连小衣、膝裤、鞋面都要弄上泥水了。
花露油,3,妆饰脂粉,1,1,58,杏子阴假凤泣虚凰 茜纱窗真情揆痴理,,,”说着，便起身到那屋里，取了一瓶花露油、鸡蛋、香皂、头绳之类，叫了一个婆子来：“送给芳官去，叫他另要水自己洗罢，别吵了。
茄色,2,颜色纹样,1,1,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,,宝玉此时喜欢非常，忙唤起人来，盥漱已毕，只穿一件茄色哆罗呢狐狸皮袄，罩一件海龙小鹰膀褂子，束了腰；
茧绸,2,衣料织物,1,1,42,蘅芜君兰言解疑癖 潇湘子雅谑补馀音,,,这是两个茧绸，做袄儿裙子都好。
荔色,2,颜色纹样,1,1,52,俏平儿情掩虾须镯 勇晴雯病补孔雀裘,,,贾母见宝玉身上穿着荔色哆罗呢的箭袖，大红猩猩毡盘金彩绣石青妆缎沿边的排穗褂。
莲青,2,颜色纹样,1,1,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,,二人一齐踏雪行来，只见众妹妹都在那里，都是一色大红猩猩毡与羽毛缎斗篷，独李纨穿一件哆罗呢对襟褂子，薛宝钗穿一件莲青斗纹锦上添花洋线番丝的鹤氅。
蜜合色,3,颜色纹样,1,1,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,,宝玉掀帘一步进去，先就看见宝钗坐在炕上作针线，头上挽着黑漆油光的儿，蜜合色的棉袄，玫瑰紫二色金银线的坎肩儿，葱黄绫子棉裙，一色儿半新不旧的，看去不见奢华，惟觉雅淡。
蟒袍,2,服饰品类,1,1,15,王凤姐弄权铁槛寺 秦鲸卿得趣馒头庵,,,话说宝玉，举目见北静王世荣，头上戴着净白簪缨银翅王帽，穿着江牙海水五爪龙白蟒袍，系着碧玉红带，面如美玉，目似明星，真好秀丽人物。
袖口,2,服饰品类,1,1,10,金寡妇贪利权受辱 张太医论病细穷源,,,”于是家下媳妇们，捧过大迎枕来，一面给秦氏靠着，一面拉着袖口，露出手腕来。
裙裾,2,服饰品类,1,1,78,老学士闲征姽婳词 痴公子杜撰芙蓉诔,,,斓裙裾之烁烁兮，镂明月以为耶？
西洋布,3,衣料织物,1,1,40,史太君两宴大观园 金鸳鸯三宣牙牌令,,,大家吃毕，凤姐手里拿着西洋布手巾，裹着一把乌木三镶银箸，按席摆下。
貂裘,2,皮毛貂裘,1,1,19,情切切良宵花解语 意绵绵静日玉生香,,,因见宝玉穿着大红金蟒狐腋箭袖，外罩石青貂裘排穗褂，说道：“你特为往这里来，又换新衣裳，他们就不问你往那里去吗？
钮扣,2,服饰品类,1,1,19,情切切良宵花解语 意绵绵静日玉生香,,,黛玉一回眼，看见宝玉左边腮上有钮扣大小的一块血迹，便欠身凑近前来，以手抚之细看道：“这又是谁的指甲划破了？
锦缎,2,衣料织物,1,1,2,贾夫人仙逝扬州城 冷子兴演说荣国府,,,次日，早有雨村遣人送了两封银子、四匹锦缎，答谢甄家娘子；
镶边,2,颜色纹样,1,1,109,候芳魂五儿承错爱 还孽债迎女返真元,,,只见妙玉头带妙常冠，身上穿一件月白素绸袄儿，外罩一件水田青缎镶边长背心，拴着秋香色的丝绦，腰下系一条淡墨画的白绫裙，手执麈尾念珠，跟着一个侍儿，飘飘拽拽的走来。
长命锁,3,首饰佩饰,1,1,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,,…，额上勒着二龙棒珠抹额，身上穿着秋香色立蟒白狐腋箭袖，系着五色蝴供鸾绦，项上挂着长命锁、记名符，另外有那一块落草时衔下来的宝玉。…
雀金裘,3,衣料织物,1,1,89,人亡物在公子填词 蛇影杯弓颦卿绝粒,,,却原是晴雯所补的那件雀金裘。
霞影纱,3,衣料织物,1,1,40,史太君两宴大观园 金鸳鸯三宣牙牌令,,,那银红的又叫做‘霞影纱’。
靛青,2,颜色纹样,1,1,78,老学士闲征姽婳词 痴公子杜撰芙蓉诔,,,”麝月将秋纹拉了一把，笑道：“这裤子配着松花色袄儿、石青靴子，越显出靛青的头、雪白的脸来了。
香皂,2,妆饰脂粉,1,1,58,杏子阴假凤泣虚凰 茜纱窗真情揆痴理,,,”说着，便起身到那屋里，取了一瓶花露油、鸡蛋、香皂、头绳之类，叫了一个婆子来：“送给芳官去，叫他另要水自己洗罢，别吵了。
鹿皮,2,皮毛貂裘,1,1,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,,…里面短短的一件水红妆缎狐肷摺子，腰里紧紧束着一条蝴蝶结子长穗五色宫绦，脚下也穿着鹿皮小靴，越显得蜂腰猿背，鹤势螂形。…
裤,1,服饰品类,0,23,1,甄士隐梦幻识通灵 贾雨村风尘怀闺秀,,原文中未独立成词，多嵌于更长词语内,当此日，欲将已往所赖天思祖德，锦衣纨裤之时，饫甘餍肥之日，背父兄教育之恩，负师友规训之德，以致今日一技无成，半生潦倒之罪，编述一集，以告天下。
袍,1,服饰品类,0,11,1,甄士隐梦幻识通灵 贾雨村风尘怀闺秀,,原文中未独立成词，多嵌于更长词语内,”丫鬟隐在门内看时，只见军牢快手一对一对过去，俄而大轿内抬着一个乌帽猩袍的官府来了。
白狐,2,皮毛貂裘,0,4,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,原文中未独立成词，多嵌于更长词语内,…好，一面看宝玉：头上戴着累丝嵌宝紫金冠，额上勒着二龙棒珠抹额，身上穿着秋香色立蟒白狐腋箭袖，系着五色蝴供鸾绦，项上挂着长命锁、记名符，另外有那一块落草时衔下来的宝玉。…
茉莉,2,妆饰脂粉,0,4,38,林潇湘魁夺菊花诗 薛蘅芜讽和螃蟹咏,,原文中未独立成词，多嵌于更长词语内,迎春却独在花阴下，拿着个针儿穿茉莉花。
猞猁,2,皮毛貂裘,0,2,53,宁国府除夕祭宗祠 荣国府元宵开夜宴,,原文中未独立成词，多嵌于更长词语内,贾珍看着收拾完备供器，着鞋，披着一件猞猁狲大皮袄，命人在厅柱下石阶上太阳中，铺了一个大狼皮褥子负暄，闲看各子弟们来领取年物。
红纱,2,衣料织物,0,2,28,蒋玉函情赠茜香罗 薛宝钗羞笼红麝串,,原文中未独立成词，多嵌于更长词语内,还要一块三尺长、上用的大红纱，拿乳钵研了面子呢。
裁衣,2,缝织浆洗,0,2,3,托内兄如海荐西宾 接外孙贾母惜孤女,,原文中未独立成词，多嵌于更长词语内,”因又说道：“该随手拿出两个来给你这妹妹裁衣裳啊。
团花,2,颜色纹样,0,1,88,博庭欢宝玉赞孤儿 正家法贾珍鞭悍仆,,原文中未独立成词，多嵌于更长词语内,那巧姐儿身上穿得锦团花簇，手里拿着好些玩意儿，笑嘻嘻走到凤姐身边学舌。
大褂,2,服饰品类,0,1,49,琉璃世界白雪红梅 脂粉香娃割腥啖膻,,原文中未独立成词，多嵌于更长词语内,一时湘云来了，穿着贾母给他的一件貂鼠脑袋面子、大毛黑灰鼠里子、里外发烧大褂子，头上带着一顶挖云鹅黄片金里子大红猩猩毡昭君套，又围着大貂鼠风领。
棉衣,2,服饰品类,0,1,57,慧紫鹃情辞试莽玉 慈姨妈爱语慰痴颦,,原文中未独立成词，多嵌于更长词语内,如今又去了一两，前日我悄悄的把棉衣服叫人当了几吊钱盘缠。
裾,1,服饰品类,0,1,78,老学士闲征姽婳词 痴公子杜撰芙蓉诔,,原文中未独立成词，多嵌于更长词语内,斓裙裾之烁烁兮，镂明月以为耶？
