词条,字数,所属子类,独立成词频次,字面频次,首现章回,首现回目,其他归属,备注,例句
膏,1,滋补药膳,0,27,1,甄士隐梦幻识通灵 贾雨村风尘怀闺秀,,原文中未独立成词，多嵌于更长词语内,择膏粱，谁承望流落在烟花巷！
菌,1,菜肴珍馐,0,11,9,训劣子李贵承申饬 嗔顽童茗烟闹书房,,原文中未独立成词，多嵌于更长词语内,秦钟刚转出身来，听得脑后飕的一声，早见一方砚瓦飞来，并不知系何人打来，却打了贾蓝、贾菌的座上。
栗,1,果品干果,0,10,19,情切切良宵花解语 意绵绵静日玉生香,,原文中未独立成词，多嵌于更长词语内,我只想风干栗子吃，你替我剥栗子，我去铺炕。
锅,1,饮馔器具,0,10,1,甄士隐梦幻识通灵 贾雨村风尘怀闺秀,,原文中未独立成词，多嵌于更长词语内,不想这日三月十五，葫芦庙中炸供，那和尚不小心，油锅火逸，便烧着窗纸。
脯,1,菜肴珍馐,0,5,37,秋爽斋偶结海棠社 蘅芜院夜拟菊花题,,原文中未独立成词，多嵌于更长词语内,黛玉笑道：“你们快牵了他来，炖了肉脯子来吃酒。
柚,1,果品干果,0,3,41,贾宝玉品茶栊翠庵 刘老老醉卧怡红院,,原文中未独立成词，多嵌于更长词语内,那大姐儿因抱着一个大柚子玩，忽见板儿抱着一个佛手，大姐儿便要。
米饭,2,主食饭粥,0,3,62,憨湘云醉眠芍药裀 呆香菱情解石榴裙,,原文中未独立成词，多嵌于更长词语内,才刚饿了，我已告诉了柳婶子，先给我做一碗汤，盛半碗粳米饭，送到我这里，吃了就完事。
橙,1,果品干果,0,1,50,芦雪庭争联即景诗 暖香坞雅制春灯谜,,原文中未独立成词，多嵌于更长词语内,李纨命人将那蒸的大芋头盛了一盘，又将朱桔、黄橙、橄榄等物盛了两盘，命人带给袭人去。
江米,2,主食饭粥,0,1,87,感秋声抚琴悲往事 坐禅寂走火入邪魔,,原文中未独立成词，多嵌于更长词语内,”紫鹃道：“还熬了一点江米粥。
胭脂米,3,主食饭粥,0,1,53,宁国府除夕祭宗祠 荣国府元宵开夜宴,,原文中未独立成词，多嵌于更长词语内,…大对虾五十对，干虾二百斤，银霜炭上等选用一千斤，中等二千斤，柴炭三万斤，御田胭脂米二担，碧糯五十斛．白糯五十斛，粉粳五十斛，杂色粱谷各五十斛，下用常米一千担，各色干菜一…
芝麻,2,蔬菜调料,0,1,45,金兰契互剖金兰语 风雨夕闷制风雨词,,原文中未独立成词，多嵌于更长词语内,”赖嬷嬷听了，笑道：“可是我糊涂了，正经说的都没说，且说些陈谷子烂芝麻的。
葡萄酒,3,酒茶饮品,0,1,60,茉莉粉替去蔷薇硝 玫瑰露引出茯苓霜,,原文中未独立成词，多嵌于更长词语内,见芳官拿了一个五寸来高的小玻璃瓶来，迎亮照着，里面有半瓶胭脂一般的汁子，还当是宝玉吃的西洋葡萄酒。
蒿,1,蔬菜调料,0,1,61,投鼠忌器宝王瞒赃 判冤决狱平儿行权,,原文中未独立成词，多嵌于更长词语内,前日春燕来，说晴雯姐姐要吃蒿子杆儿，你怎么忙着还问肉炒鸡炒？
蟹黄,2,菜肴珍馐,0,1,38,林潇湘魁夺菊花诗 薛蘅芜讽和螃蟹咏,,原文中未独立成词，多嵌于更长词语内,”鸳鸯等忙高声笑回道：“二奶奶来抢螃蟹吃，平儿恼了，抹了他主子一脸螃蟹黄子，主子奴才打架呢！
酸笋,2,菜肴珍馐,0,1,8,贾宝玉奇缘识金锁 薛宝钗巧合认通灵,,原文中未独立成词，多嵌于更长词语内,作了酸笋鸡皮汤，宝玉痛喝了几碗，又吃了半碗多碧粳粥，一时薛、林二人也吃完了饭，又酽酽的喝了几碗茶。
鸡油卷,3,菜肴珍馐,0,1,39,村老老是信口开河 情哥哥偏寻根究底,,原文中未独立成词，多嵌于更长词语内,这个盒子里，方才舅太太那里送来的菱粉糕和鸡油卷儿，给奶奶姑娘们吃的。
鹅油卷,3,菜肴珍馐,0,1,41,贾宝玉品茶栊翠庵 刘老老醉卧怡红院,,原文中未独立成词，多嵌于更长词语内,这盒内是两样蒸食：一样是藕粉桂花糖糕，一样是松瓤鹅油卷。
